priority_score,basename,path,authority,depth,file_count,path_length,quarantine,duplicate_group_count,authorities_seen,recommended_action,priority_score
51,archive-do-not-edit,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchandscom/🛰️ DrMarchand’s Lab™/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/archive-do-not-edit,landing_bridge_shortcut_layer,5,1,207,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification,51
51,cli,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchandscom/🛰️ DrMarchand’s Lab™/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/cli,landing_bridge_shortcut_layer,5,1,191,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification,51
51,Scripts,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🎨 Creative Canvas/KEJ Studio™.📨/DesignOrchardLLC_KEJ_CreativeCanvas_FullSystemPack/01_InDesign_System/Scripts,creative_payload_authority,6,1,186,false,16,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review,51
51,integrity,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchandscom/🛰️ DrMarchand’s Lab™/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/integrity,landing_bridge_shortcut_layer,5,1,197,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification,51
51,atlas,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchandscom/🛰️ DrMarchand’s Lab™/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/atlas,landing_bridge_shortcut_layer,5,1,193,false,6,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification,51
51,security,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchandscom/🛰️ DrMarchand’s Lab™/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/app/security,landing_bridge_shortcut_layer,6,1,200,false,3,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification,51
51,contracts,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchandscom/🛰️ DrMarchand’s Lab™/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/app/contracts,landing_bridge_shortcut_layer,6,1,201,false,3,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification,51
51,workbench,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchandscom/🛰️ DrMarchand’s Lab™/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/app/workbench,landing_bridge_shortcut_layer,6,1,201,false,3,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification,51
51,toolbox,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchandscom/🛰️ DrMarchand’s Lab™/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/app/toolbox,landing_bridge_shortcut_layer,6,1,199,false,3,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification,51
51,force-sabertooth,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchandscom/🛰️ DrMarchand’s Lab™/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/mirrors-force/force-sabertooth,landing_bridge_shortcut_layer,6,1,218,false,3,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification,51
51,broken-connections,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchandscom/🛰️ DrMarchand’s Lab™/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/integrity/broken-connections,landing_bridge_shortcut_layer,6,1,216,false,3,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification,51
51,© DrMarchand’s Laboratory,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchandscom/🛰️ DrMarchand’s Lab™/© DrMarchand’s ⚛︎ Lab™/© DrMarchand’s Lab/© DrMarchand’s Lab⚛︎ratory™/© DrMarchand’s Laboratory,landing_bridge_shortcut_layer,5,1,187,false,2,business_system_authority;landing_bridge_shortcut_layer,possible_replace_with_alias_after_verification,51
51,99_ARCHIVE,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🏝️ Design Orchard℠.🎥.📨/∞ OS™/Design Orchard LLC - FULL X.DR SYSTEM - ROOT TEST/03_CREATIVE_CANVAS_TEST_BENCH/99_ARCHIVE,creative_payload_authority,6,1,196,false,3,creative_payload_authority,candidate_duplicate_review,51
51,99_ARCHIVE,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🏝️ Design Orchard℠.🎥.📨/🏝️ Design Orchard℠.🖨️/Design Orchard LLC 🤝 Naples Print Source/DesignOrchardLLC_NaplesPrintSource_3099/99_ARCHIVE,creative_payload_authority,6,1,213,false,3,creative_payload_authority,candidate_duplicate_review,51
51,Design Orchard LLC,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🏝️ Design Orchard℠.🎥.📨/∞ OS™/Design Orchard LLC - FULL X.DR SYSTEM - ROOT TEST/06_ASSETS/Design Orchard LLC,creative_payload_authority,6,1,184,false,2,creative_payload_authority;legacy_personal_review,candidate_duplicate_review,51
51,DesignOrchardLLC_KEJ_Studio_CreativeGuild_Canvas,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🎨 Creative Canvas/🎨 Creative Canvas.🧑‍🎨/🎨 Creative Canvas.👨‍🎨/DrMarchand.📨/DesignOrchardLLC_KEJ_Studio_CreativeGuild_Canvas,creative_payload_authority,6,1,200,false,2,creative_payload_authority,candidate_duplicate_review,51
51,DesignOrchardLLC_KEJ_Studio_CreativeGuild_Canvas,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🎨 Creative Canvas/KEJ Studio™.📨/DesignOrchardLLC_KEJ_CreativeCanvas_FullSystemPack/DesignOrchardLLC_KEJ_Studio_CreativeGuild_Canvas,creative_payload_authority,5,1,208,false,2,creative_payload_authority,candidate_duplicate_review,51
50,logs,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/archive-do-not-edit/logs,business_system_authority,6,0,199,false,17,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review,50
50,logs,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/atlas/logs,business_system_authority,6,0,185,false,17,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review,50
50,logs,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchandscom/🛰️ DrMarchand’s Lab™/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/archive-do-not-edit/logs,landing_bridge_shortcut_layer,6,0,212,false,17,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification,50
50,logs,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchandscom/🛰️ DrMarchand’s Lab™/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/atlas/logs,landing_bridge_shortcut_layer,6,0,198,false,17,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification,50
50,core,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/app/core,business_system_authority,6,0,183,false,8,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review,50
50,archive-do-not-edit,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/archive-do-not-edit,business_system_authority,5,0,194,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review,50
50,archive-do-not-edit,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/archive-do-not-edit,business_system_authority,6,0,198,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review,50
50,app,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/app,business_system_authority,6,0,182,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review,50
50,app,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchandscom/🛰️ DrMarchand’s Lab™/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/app,landing_bridge_shortcut_layer,5,0,191,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification,50
50,streams,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/streams,business_system_authority,5,0,182,false,4,business_system_authority;legacy_personal_review,candidate_duplicate_review,50
50,streams,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/streams,business_system_authority,6,0,186,false,4,business_system_authority;legacy_personal_review,candidate_duplicate_review,50
50,workspace,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/workspace,business_system_authority,5,0,184,false,4,business_system_authority;legacy_personal_review,candidate_duplicate_review,50
50,workspace,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/workspace,business_system_authority,6,0,188,false,4,business_system_authority;legacy_personal_review,candidate_duplicate_review,50
50,docs,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/docs,business_system_authority,6,0,183,false,12,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review,50
50,cli,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/cli,business_system_authority,6,0,182,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review,50
50,model-collaboration,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/model-collaboration,business_system_authority,5,0,194,false,4,business_system_authority;legacy_personal_review,candidate_duplicate_review,50
50,model-collaboration,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/model-collaboration,business_system_authority,6,0,198,false,4,business_system_authority;legacy_personal_review,candidate_duplicate_review,50
50,storage,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/storage,business_system_authority,5,0,182,false,4,business_system_authority;legacy_personal_review,candidate_duplicate_review,50
50,storage,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/storage,business_system_authority,6,0,186,false,4,business_system_authority;legacy_personal_review,candidate_duplicate_review,50
50,_dml,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/_dml,business_system_authority,6,0,183,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review,50
50,mirrors-force,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/mirrors-force,business_system_authority,5,0,188,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review,50
50,mirrors-force,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/mirrors-force,business_system_authority,6,0,192,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review,50
50,mirrors-force,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchandscom/🛰️ DrMarchand’s Lab™/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/mirrors-force,landing_bridge_shortcut_layer,5,0,201,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification,50
50,cloud-bridges,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/cloud-bridges,business_system_authority,5,0,188,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review,50
50,cloud-bridges,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/cloud-bridges,business_system_authority,6,0,192,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review,50
50,cloud-bridges,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchandscom/🛰️ DrMarchand’s Lab™/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/cloud-bridges,landing_bridge_shortcut_layer,5,0,201,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification,50
50,scripts,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/scripts,business_system_authority,5,0,182,false,16,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review,50
50,scripts,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/scripts,business_system_authority,6,0,186,false,16,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review,50
50,integrity,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/integrity,business_system_authority,5,0,184,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review,50
50,integrity,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/integrity,business_system_authority,6,0,188,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review,50
50,atlas,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/atlas,business_system_authority,6,0,184,false,6,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review,50
50,CloudStorage,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🏝️ Design Orchard℠.🎥.📨/🎨 Creative Canvas/KEJ Studio™.📨/DesignOrchardLLC_KEJ_Studio_Creative_Canvas/CloudStorage,creative_payload_authority,6,0,188,false,5,business_system_authority;creative_payload_authority,candidate_duplicate_review,50
50,CloudStorage,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🏝️ Design Orchard℠.🎥.📨/🎨 Creative Canvas/🏝️ Design Orchard℠.🎨/DesignOrchardLLC_CreativeCanvas_ServiceRoot/CloudStorage,creative_payload_authority,6,0,195,false,5,business_system_authority;creative_payload_authority,candidate_duplicate_review,50
50,CloudStorage,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🎨 Creative Canvas/KEJ Studio™.📨/DesignOrchardLLC_KEJ_CreativeCanvas_FullSystemPack/DesignOrchardLLC_CreativeCanvas_ServiceRoot/CloudStorage,creative_payload_authority,6,0,216,false,5,business_system_authority;creative_payload_authority,candidate_duplicate_review,50
50,retired-bridges,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/archive-do-not-edit/retired-bridges,business_system_authority,6,0,210,false,3,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review,50
50,superseded-states,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/archive-do-not-edit/superseded-states,business_system_authority,6,0,212,false,3,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review,50
50,frozen-manifests,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/archive-do-not-edit/frozen-manifests,business_system_authority,6,0,211,false,3,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review,50
50,old-routes,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/archive-do-not-edit/old-routes,business_system_authority,6,0,205,false,3,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review,50
50,old-routes,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchandscom/🛰️ DrMarchand’s Lab™/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/archive-do-not-edit/old-routes,landing_bridge_shortcut_layer,6,0,218,false,3,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification,50
50,connectors,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/app/connectors,business_system_authority,6,0,189,false,3,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review,50
50,connectors,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchandscom/🛰️ DrMarchand’s Lab™/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/app/connectors,landing_bridge_shortcut_layer,6,0,202,false,3,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification,50
50,security,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/app/security,business_system_authority,6,0,187,false,3,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review,50
50,contracts,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/app/contracts,business_system_authority,6,0,188,false,3,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review,50
50,workbench,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/app/workbench,business_system_authority,6,0,188,false,3,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review,50
50,toolbox,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/app/toolbox,business_system_authority,6,0,186,false,3,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review,50
50,commands,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/cli/commands,business_system_authority,6,0,187,false,3,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review,50
50,mirror-phoenix,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/mirrors-force/mirror-phoenix,business_system_authority,6,0,203,false,2,business_system_authority;legacy_personal_review,candidate_duplicate_review,50
50,force-sabertooth,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/mirrors-force/force-sabertooth,business_system_authority,6,0,205,false,3,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review,50
50,icloud-local,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/cloud-bridges/icloud-local,business_system_authority,6,0,201,false,3,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review,50
50,google-personal-family,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/cloud-bridges/google-personal-family,business_system_authority,6,0,211,false,3,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review,50
50,google-workspace-dml,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/cloud-bridges/google-workspace-dml,business_system_authority,6,0,209,false,3,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review,50
50,onedrive-drmarchands,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/cloud-bridges/onedrive-drmarchands,business_system_authority,6,0,209,false,3,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review,50
50,dropbox-design-orchard,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/cloud-bridges/dropbox-design-orchard,business_system_authority,6,0,211,false,3,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review,50
50,dropbox-kej-studio,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/cloud-bridges/dropbox-kej-studio,business_system_authority,6,0,207,false,3,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review,50
